Date,USDGHS,GBPGHS
31 Dec 2020,7.8787,5.7631
30 Dec 2020,7.8087,5.7371
29 Dec 2020,7.7383,5.7351
24 Dec 2020,7.7779,5.7351
23 Dec 2020,7.7344,5.7241
22 Dec 2020,7.6517,5.7231
21 Dec 2020,7.6138,5.7221
18 Dec 2020,7.7172,5.7224
17 Dec 2020,7.7675,5.7194
16 Dec 2020,7.7273,5.7189
15 Dec 2020,7.6484,5.7189
14 Dec 2020,7.6432,5.7184
11 Dec 2020,7.5578,5.7174
10 Dec 2020,7.6075,5.7174
09 Dec 2020,7.6734,5.7171
08 Dec 2020,7.6134,5.7171
04 Dec 2020,7.7123,5.7171
03 Dec 2020,7.7100,5.7171
02 Dec 2020,7.6182,5.7173
01 Dec 2020,7.6411,5.7173
30 Nov 2020,7.6467,5.7168
27 Nov 2020,7.6335,5.7163
26 Nov 2020,7.6157,5.7158
25 Nov 2020,7.6477,5.7158
24 Nov 2020,7.6305,5.7158
23 Nov 2020,7.5947,5.7159
20 Nov 2020,7.5941,5.7159
19 Nov 2020,7.5580,5.7154
18 Nov 2020,7.6037,5.7154
17 Nov 2020,7.5709,5.7148
16 Nov 2020,7.5408,5.7149
13 Nov 2020,7.5209,5.7146
12 Nov 2020,7.5106,5.7146
11 Nov 2020,7.5494,5.7141
10 Nov 2020,7.5837,5.7141
09 Nov 2020,7.5280,5.7139
06 Nov 2020,7.4870,5.7136
05 Nov 2020,7.4804,5.7138
04 Nov 2020,7.4285,5.7138
03 Nov 2020,7.4486,5.7139
02 Nov 2020,7.3732,5.7139
30 Oct 2020,7.3953,5.7129
29 Oct 2020,7.3616,5.7129
28 Oct 2020,7.4123,5.7119
27 Oct 2020,7.4477,5.7119
26 Oct 2020,7.4377,5.7104
23 Oct 2020,7.4539,5.7105
22 Oct 2020,7.4778,5.7105
21 Oct 2020,7.5056,5.7095
20 Oct 2020,7.4057,5.7095
19 Oct 2020,7.4221,5.7085
16 Oct 2020,7.3782,5.7085
15 Oct 2020,7.3716,5.7065
14 Oct 2020,7.4281,5.7065
13 Oct 2020,7.3934,5.7066
12 Oct 2020,7.4544,5.7061
09 Oct 2020,7.4190,5.7061
08 Oct 2020,7.3859,5.7061
07 Oct 2020,7.3733,5.7056
06 Oct 2020,7.3927,5.7056
05 Oct 2020,7.3992,5.7058
02 Oct 2020,7.3815,5.7058
01 Oct 2020,7.3579,5.7056
30 Sep 2020,7.3624,5.7056
29 Sep 2020,7.3342,5.7058
28 Sep 2020,7.3300,5.7048
25 Sep 2020,7.2452,5.7049
24 Sep 2020,7.2530,5.7039
23 Sep 2020,7.2798,5.7039
22 Sep 2020,7.2614,5.7029
18 Sep 2020,7.3886,5.7029
17 Sep 2020,7.3857,5.7023
16 Sep 2020,7.4034,5.7023
15 Sep 2020,7.3276,5.7029
14 Sep 2020,7.3401,5.7029
11 Sep 2020,7.2857,5.6995
10 Sep 2020,7.3333,5.6997
09 Sep 2020,7.4155,5.6967
08 Sep 2020,7.4257,5.6967
07 Sep 2020,7.5069,5.6969
04 Sep 2020,7.5200,5.6969
03 Sep 2020,7.5441,5.6906
02 Sep 2020,7.5653,5.6886
01 Sep 2020,7.6529,5.6886
31 Aug 2020,7.6038,5.6876
28 Aug 2020,7.5850,5.6876
27 Aug 2020,7.4961,5.6857
26 Aug 2020,7.4967,5.6857
25 Aug 2020,7.4700,5.6862
24 Aug 2020,7.4302,5.6862
21 Aug 2020,7.4452,5.6859
20 Aug 2020,7.4696,5.6859
19 Aug 2020,7.4939,5.6849
18 Aug 2020,7.5212,5.6849
17 Aug 2020,7.4457,5.6837
14 Aug 2020,7.4481,5.6834
13 Aug 2020,7.4362,5.6834
12 Aug 2020,7.4158,5.6834
11 Aug 2020,7.4349,5.6824
10 Aug 2020,7.4343,5.6824
07 Aug 2020,7.4117,5.6825
06 Aug 2020,7.4661,5.6815
05 Aug 2020,7.4565,5.6815
03 Aug 2020,7.4252,5.6815
30 Jul 2020,7.4098,5.6810
29 Jul 2020,7.3673,5.6811
28 Jul 2020,7.3513,5.6806
27 Jul 2020,7.3202,5.6807
24 Jul 2020,7.2640,5.6807
23 Jul 2020,7.2371,5.6792
22 Jul 2020,7.2243,5.6772
21 Jul 2020,7.2372,5.6762
20 Jul 2020,7.1785,5.6742
17 Jul 2020,7.1149,5.6737
16 Jul 2020,7.1541,5.6738
15 Jul 2020,7.1479,5.6738
14 Jul 2020,7.1065,5.6743
13 Jul 2020,7.1625,5.6746
10 Jul 2020,7.1809,5.6748
09 Jul 2020,7.1574,5.6728
08 Jul 2020,7.1421,5.6728
07 Jul 2020,7.1378,5.6707
06 Jul 2020,7.0800,5.6708
03 Jul 2020,7.0701,5.6710
02 Jul 2020,7.0661,5.6710
01 Jul 2020,7.0660,5.6700
30 Jun 2020,7.0084,5.6702
29 Jun 2020,6.9619,5.6702
26 Jun 2020,6.9909,5.6707
25 Jun 2020,7.0219,5.6605
24 Jun 2020,7.0267,5.6557
23 Jun 2020,7.0861,5.6557
22 Jun 2020,7.0384,5.6547
19 Jun 2020,6.9906,5.6549
18 Jun 2020,7.0165,5.6539
17 Jun 2020,7.0895,5.6544
16 Jun 2020,7.1250,5.6547
15 Jun 2020,7.1004,5.6527
12 Jun 2020,7.0751,5.6528
11 Jun 2020,7.1153,5.6336
10 Jun 2020,7.1824,5.6306
09 Jun 2020,7.1734,5.6306
08 Jun 2020,7.1389,5.6256
05 Jun 2020,7.1453,5.6258
04 Jun 2020,7.0883,5.6238
03 Jun 2020,7.0874,5.6240
02 Jun 2020,7.0670,5.6230
01 Jun 2020,7.0209,5.6230
29 May 2020,6.9232,5.6231
28 May 2020,6.9287,5.6221
27 May 2020,6.8718,5.6211
26 May 2020,6.9339,5.6181
22 May 2020,6.8462,5.6181
21 May 2020,6.8771,5.6181
20 May 2020,6.8931,5.6183
19 May 2020,6.8791,5.6183
18 May 2020,6.8495,5.6185
15 May 2020,6.8060,5.6155
14 May 2020,6.8512,5.6157
13 May 2020,6.8646,5.6157
12 May 2020,6.9090,5.6107
11 May 2020,6.9233,5.6077
08 May 2020,6.9713,5.6057
07 May 2020,6.8831,5.6038
06 May 2020,6.9279,5.6028
05 May 2020,6.9783,5.6028
04 May 2020,7.0625,5.6038
30 Apr 2020,7.0625,5.6038
29 Apr 2020,6.9273,5.5713
28 Apr 2020,6.9205,5.5609
27 Apr 2020,6.8934,5.5507
24 Apr 2020,6.8403,5.5477
23 Apr 2020,6.8408,5.5275
22 Apr 2020,6.8176,5.5275
21 Apr 2020,6.7811,5.5176
20 Apr 2020,6.8716,5.5176
17 Apr 2020,6.8871,5.5128
16 Apr 2020,6.8518,5.5128
15 Apr 2020,6.8930,5.5131
14 Apr 2020,6.9406,5.5133
09 Apr 2020,6.8682,5.5083
08 Apr 2020,6.8177,5.5053
07 Apr 2020,6.7976,5.5033
06 Apr 2020,6.7626,5.5035
03 Apr 2020,6.6925,5.4637
02 Apr 2020,6.7663,5.4527
01 Apr 2020,6.7518,5.4450
31 Mar 2020,6.7627,5.4450
30 Mar 2020,6.7327,5.4401
27 Mar 2020,6.7042,5.4404
26 Mar 2020,6.5717,5.4406
25 Mar 2020,6.3487,5.4388
24 Mar 2020,6.3330,5.3990
23 Mar 2020,6.2424,5.3740
20 Mar 2020,6.3283,5.3630
19 Mar 2020,6.2755,5.3527
18 Mar 2020,6.3170,5.3507
17 Mar 2020,6.4573,5.3508
16 Mar 2020,6.5728,5.3403
13 Mar 2020,6.6732,5.3305
12 Mar 2020,6.7169,5.3305
11 Mar 2020,6.8695,5.3207
10 Mar 2020,6.9096,5.3155
09 Mar 2020,6.9748,5.3057
05 Mar 2020,6.8516,5.3027
04 Mar 2020,6.7932,5.3027
03 Mar 2020,6.7772,5.3000
02 Mar 2020,6.7727,5.2990
28 Feb 2020,6.7925,5.2975
27 Feb 2020,6.8231,5.2970
26 Feb 2020,6.8470,5.2970
25 Feb 2020,6.8727,5.2895
24 Feb 2020,6.8329,5.2845
21 Feb 2020,6.8585,5.2855
20 Feb 2020,6.8078,5.2855
19 Feb 2020,6.8528,5.2905
18 Feb 2020,6.8932,5.2902
17 Feb 2020,6.8842,5.2902
14 Feb 2020,6.8977,5.3002
13 Feb 2020,6.9184,5.3022
12 Feb 2020,6.9117,5.3323
11 Feb 2020,6.9501,5.3623
10 Feb 2020,6.9394,5.3628
07 Feb 2020,6.9479,5.3635
06 Feb 2020,6.9503,5.3637
05 Feb 2020,6.9674,5.3637
04 Feb 2020,6.9959,5.3687
03 Feb 2020,7.0496,5.4144
31 Jan 2020,7.1962,5.4699
30 Jan 2020,7.1964,5.5014
29 Jan 2020,7.1845,5.5215
28 Jan 2020,7.1762,5.5215
27 Jan 2020,7.2155,5.5245
24 Jan 2020,7.2281,5.5295
23 Jan 2020,7.2546,5.5345
22 Jan 2020,7.2733,5.5365
21 Jan 2020,7.2308,5.5375
20 Jan 2020,7.1969,5.5370
17 Jan 2020,7.2130,5.5370
16 Jan 2020,7.2245,5.5390
15 Jan 2020,7.2010,5.5397
14 Jan 2020,7.2006,5.5394
13 Jan 2020,7.1904,5.5396
10 Jan 2020,7.2412,5.5391
09 Jan 2020,7.2301,5.5391
08 Jan 2020,7.2742,5.5393
06 Jan 2020,7.2748,5.5368
03 Jan 2020,7.2385,5.5370
02 Jan 2020,7.2806,5.5370
31 Dec 2019,7.3203,5.5365
30 Dec 2019,7.2698,5.5406
27 Dec 2019,7.2550,5.5416
24 Dec 2019,7.1798,5.5421
23 Dec 2019,7.1641,5.5424
20 Dec 2019,7.2333,5.5424
19 Dec 2019,7.2196,5.5429
18 Dec 2019,7.2492,5.5431
17 Dec 2019,7.2963,5.5431
16 Dec 2019,7.3947,5.5433
13 Dec 2019,7.3832,5.5413
12 Dec 2019,7.2859,5.5415
11 Dec 2019,7.3042,5.5415
10 Dec 2019,7.3016,5.5395
09 Dec 2019,7.2863,5.5397
05 Dec 2019,7.2797,5.5397
04 Dec 2019,7.2675,5.5397
03 Dec 2019,7.1994,5.5397
02 Dec 2019,7.1512,5.5282
29 Nov 2019,7.1369,5.5282
28 Nov 2019,7.1033,5.5039
27 Nov 2019,7.0862,5.5039
26 Nov 2019,7.0730,5.5039
25 Nov 2019,6.9403,5.3801
22 Nov 2019,6.9115,5.3803
21 Nov 2019,6.9529,5.3803
20 Nov 2019,6.9407,5.3700
19 Nov 2019,6.9509,5.3675
18 Nov 2019,6.9532,5.3660
15 Nov 2019,6.9269,5.3635
14 Nov 2019,6.8856,5.3635
13 Nov 2019,6.8816,5.3620
12 Nov 2019,6.8884,5.3623
11 Nov 2019,6.8999,5.3625
08 Nov 2019,6.8736,5.3625
07 Nov 2019,6.8747,5.3625
06 Nov 2019,6.8945,5.3625
05 Nov 2019,6.8921,5.3527
04 Nov 2019,6.8997,5.3449
01 Nov 2019,6.9183,5.3399
31 Oct 2019,6.9050,5.3399
30 Oct 2019,6.8724,5.3399
29 Oct 2019,6.8737,5.3351
28 Oct 2019,6.8606,5.3349
25 Oct 2019,6.8473,5.3349
24 Oct 2019,6.8387,5.3299
23 Oct 2019,6.8706,5.3302
22 Oct 2019,6.8913,5.3252
21 Oct 2019,6.9118,5.3242
18 Oct 2019,6.8682,5.3242
17 Oct 2019,6.8333,5.3232
16 Oct 2019,6.8154,5.3237
15 Oct 2019,6.8012,5.3247
14 Oct 2019,6.6931,5.3247
11 Oct 2019,6.7578,5.3245
10 Oct 2019,6.5504,5.3225
09 Oct 2019,6.5022,5.3227
08 Oct 2019,6.5019,5.3229
07 Oct 2019,6.5592,5.3228
04 Oct 2019,6.5379,5.3180
03 Oct 2019,6.5996,5.3180
02 Oct 2019,6.5484,5.3183
01 Oct 2019,6.5521,5.3183
30 Sep 2019,6.5447,5.3188
27 Sep 2019,6.5485,5.3188
26 Sep 2019,6.5611,5.3191
25 Sep 2019,6.5821,5.3193
24 Sep 2019,6.6419,5.3195
20 Sep 2019,6.6468,5.3196
19 Sep 2019,6.6343,5.3147
18 Sep 2019,6.6322,5.3122
17 Sep 2019,6.5988,5.3122
16 Sep 2019,6.5957,5.3097
13 Sep 2019,6.6132,5.3097
12 Sep 2019,6.5553,5.3097
11 Sep 2019,6.5447,5.3067
10 Sep 2019,6.5564,5.3067
09 Sep 2019,6.5578,5.3057
06 Sep 2019,6.5344,5.3057
05 Sep 2019,6.5419,5.3027
04 Sep 2019,6.4703,5.3027
03 Sep 2019,6.3949,5.2898
02 Sep 2019,6.3773,5.2840
30 Aug 2019,6.4338,5.2840
29 Aug 2019,6.4423,5.2840
28 Aug 2019,6.4569,5.2830
27 Aug 2019,6.4807,5.2830
26 Aug 2019,6.4582,5.2815
23 Aug 2019,6.4680,5.2800
22 Aug 2019,6.4662,5.2790
21 Aug 2019,6.4081,5.2776
20 Aug 2019,6.4054,5.2776
19 Aug 2019,6.4096,5.2776
16 Aug 2019,6.4031,5.2726
15 Aug 2019,6.3858,5.2692
14 Aug 2019,6.3552,5.2666
13 Aug 2019,6.3605,5.2666
09 Aug 2019,6.3580,5.2641
08 Aug 2019,6.4163,5.2865
07 Aug 2019,6.4014,5.2630
06 Aug 2019,6.3932,5.2606
02 Aug 2019,6.3747,5.2592
01 Aug 2019,6.3748,5.2597
31 Jul 2019,6.4309,5.2596
30 Jul 2019,6.3978,5.2596
29 Jul 2019,6.4460,5.2577
26 Jul 2019,6.5137,5.2572
25 Jul 2019,6.5690,5.2581
24 Jul 2019,6.5685,5.2586
23 Jul 2019,6.5518,5.2591
22 Jul 2019,6.5707,5.2591
19 Jul 2019,6.5741,5.2576
18 Jul 2019,6.5627,5.2556
17 Jul 2019,6.5315,5.2546
16 Jul 2019,6.5198,5.2541
15 Jul 2019,6.5783,5.2551
12 Jul 2019,6.6029,5.2571
11 Jul 2019,6.5997,5.2600
10 Jul 2019,6.5758,5.2606
09 Jul 2019,6.5601,5.2611
08 Jul 2019,6.5848,5.2611
05 Jul 2019,6.5813,5.2621
04 Jul 2019,6.6172,5.2601
03 Jul 2019,6.6098,5.2601
02 Jul 2019,6.6288,5.2601
01 Jul 2019,6.6552,5.2606
28 Jun 2019,6.6828,5.2616
27 Jun 2019,6.6775,5.2616
26 Jun 2019,6.6740,5.2626
25 Jun 2019,6.6928,5.2596
24 Jun 2019,6.6852,5.2548
21 Jun 2019,6.6815,5.2548
20 Jun 2019,6.6695,5.2528
19 Jun 2019,6.6352,5.2523
18 Jun 2019,6.5911,5.2523
17 Jun 2019,6.6003,5.2525
14 Jun 2019,6.6100,5.2427
13 Jun 2019,6.6413,5.2380
12 Jun 2019,6.6595,5.2330
11 Jun 2019,6.6579,5.2330
10 Jun 2019,6.6343,5.2280
07 Jun 2019,6.6632,5.2285
06 Jun 2019,6.6459,5.2285
04 Jun 2019,6.6086,5.2135
03 Jun 2019,6.5720,5.2035
31 May 2019,6.5676,5.2037
30 May 2019,6.5019,5.1529
29 May 2019,6.4785,5.1327
28 May 2019,6.5052,5.1327
27 May 2019,6.4877,5.1177
24 May 2019,6.4995,5.1177
23 May 2019,6.4816,5.1165
22 May 2019,6.4703,5.1096
21 May 2019,6.5218,5.1055
20 May 2019,6.4990,5.1061
17 May 2019,6.4956,5.1010
16 May 2019,6.5255,5.1000
15 May 2019,6.5632,5.0980
14 May 2019,6.5867,5.0965
13 May 2019,6.6048,5.0967
10 May 2019,6.6394,5.0947
09 May 2019,6.6320,5.0937
08 May 2019,6.6656,5.0937
07 May 2019,6.6444,5.0927
06 May 2019,6.6661,5.0917
03 May 2019,6.6973,5.0922
02 May 2019,6.6374,5.0916
30 Apr 2019,6.6318,5.0906
29 Apr 2019,6.5801,5.0906
26 Apr 2019,6.5849,5.0904
25 Apr 2019,6.5702,5.0904
24 Apr 2019,6.5918,5.0902
23 Apr 2019,6.5889,5.0903
18 Apr 2019,6.6148,5.0903
17 Apr 2019,6.6402,5.0883
16 Apr 2019,6.6395,5.0885
15 Apr 2019,6.6695,5.0885
12 Apr 2019,6.6591,5.0887
11 Apr 2019,6.6545,5.0887
10 Apr 2019,6.6618,5.0877
09 Apr 2019,6.6463,5.0875
08 Apr 2019,6.6387,5.0875
05 Apr 2019,6.6216,5.0877
04 Apr 2019,6.6519,5.0879
03 Apr 2019,6.7007,5.0882
02 Apr 2019,6.6401,5.0882
01 Apr 2019,6.6724,5.0884
29 Mar 2019,6.6208,5.0859
28 Mar 2019,6.6608,5.0850
27 Mar 2019,6.7249,5.0850
26 Mar 2019,6.7187,5.0830
25 Mar 2019,6.7258,5.0830
22 Mar 2019,6.7201,5.0829
21 Mar 2019,6.7654,5.1617
20 Mar 2019,6.9229,5.2426
19 Mar 2019,6.9527,5.2426
18 Mar 2019,6.9213,5.2426
15 Mar 2019,6.9611,5.2426
14 Mar 2019,6.9590,5.2426
13 Mar 2019,6.9124,5.2426
12 Mar 2019,6.8872,5.2426
11 Mar 2019,6.8547,5.2378
08 Mar 2019,6.8199,5.2228
07 Mar 2019,6.8282,5.2128
05 Mar 2019,6.8328,5.2028
04 Mar 2019,6.8651,5.2028
01 Mar 2019,6.9078,5.2028
28 Feb 2019,6.8751,5.1778
27 Feb 2019,6.8670,5.1577
26 Feb 2019,6.7264,5.1027
25 Feb 2019,6.5876,5.0352
22 Feb 2019,6.5458,5.0252
21 Feb 2019,6.5420,5.0192
20 Feb 2019,6.5490,5.0142
19 Feb 2019,6.5004,5.0092
18 Feb 2019,6.4699,5.0042
15 Feb 2019,6.4169,5.0042
14 Feb 2019,6.3941,5.0040
13 Feb 2019,6.4568,5.0041
12 Feb 2019,6.4465,5.0031
11 Feb 2019,6.4401,5.0028
08 Feb 2019,6.4780,5.0027
07 Feb 2019,6.4546,4.9727
06 Feb 2019,6.4334,4.9625
05 Feb 2019,6.4266,4.9626
04 Feb 2019,6.4692,4.9550
01 Feb 2019,6.4777,4.9550
31 Jan 2019,6.5162,4.9530
30 Jan 2019,6.4753,4.9509
29 Jan 2019,6.5188,4.9452
28 Jan 2019,6.5185,4.9454
25 Jan 2019,6.4885,4.9429
24 Jan 2019,6.4451,4.9403
23 Jan 2019,6.4399,4.9329
22 Jan 2019,6.3667,4.9228
21 Jan 2019,6.3250,4.9126
18 Jan 2019,6.3431,4.9126
17 Jan 2019,6.3406,4.9076
16 Jan 2019,6.3152,4.9027
15 Jan 2019,6.2829,4.8925
14 Jan 2019,6.2676,4.8775
11 Jan 2019,6.2309,4.8675
10 Jan 2019,6.1892,4.8524
09 Jan 2019,6.2005,4.8449
08 Jan 2019,6.1614,4.8389
04 Jan 2019,6.1081,4.8358
03 Jan 2019,6.0869,4.8328
02 Jan 2019,6.0880,4.8291
31 Dec 2018,6.1746,4.8224
28 Dec 2018,6.1153,4.8224
27 Dec 2018,6.0991,4.8214
24 Dec 2018,6.1357,4.8214
21 Dec 2018,6.0938,4.8207
20 Dec 2018,6.1020,4.8207
19 Dec 2018,6.1029,4.8202
18 Dec 2018,6.0955,4.8186
17 Dec 2018,6.0776,4.8166
14 Dec 2018,6.0458,4.8166
13 Dec 2018,6.0878,4.8163
12 Dec 2018,6.0764,4.8164
11 Dec 2018,6.0619,4.8164
10 Dec 2018,6.0878,4.8144
06 Dec 2018,6.1482,4.8119
05 Dec 2018,6.1246,4.8104
04 Dec 2018,6.1347,4.8104
03 Dec 2018,6.1246,4.8104
30 Nov 2018,6.1288,4.8084
29 Nov 2018,6.1370,4.8024
28 Nov 2018,6.1309,4.7969
27 Nov 2018,6.1108,4.7939
26 Nov 2018,6.1544,4.7939
23 Nov 2018,6.1417,4.7941
22 Nov 2018,6.1681,4.7926
21 Nov 2018,6.1340,4.7926
20 Nov 2018,6.1467,4.7924
19 Nov 2018,6.1630,4.7916
16 Nov 2018,6.1517,4.7918
15 Nov 2018,6.1297,4.7918
14 Nov 2018,6.2292,4.7913
13 Nov 2018,6.2104,4.7912
12 Nov 2018,6.1827,4.7917
09 Nov 2018,6.2517,4.7917
08 Nov 2018,6.2810,4.7910
07 Nov 2018,6.3010,4.7916
06 Nov 2018,6.2648,4.7918
05 Nov 2018,6.2427,4.7914
02 Nov 2018,6.2220,4.7917
01 Nov 2018,6.2053,4.7917
31 Oct 2018,6.1150,4.7923
30 Oct 2018,6.1092,4.7923
29 Oct 2018,6.1389,4.7923
26 Oct 2018,6.1399,4.7919
25 Oct 2018,6.1461,4.7919
24 Oct 2018,6.1893,4.7927
23 Oct 2018,6.2226,4.7929
22 Oct 2018,6.2226,4.7936
19 Oct 2018,6.2533,4.7944
18 Oct 2018,6.2699,4.7953
17 Oct 2018,6.3035,4.7968
16 Oct 2018,6.3430,4.7977
15 Oct 2018,6.3133,4.7984
12 Oct 2018,6.3154,4.7986
11 Oct 2018,6.3398,4.7996
10 Oct 2018,6.3350,4.7996
09 Oct 2018,6.2849,4.7987
08 Oct 2018,6.2669,4.7982
05 Oct 2018,6.2741,4.7982
04 Oct 2018,6.2518,4.7973
03 Oct 2018,6.2422,4.7973
02 Oct 2018,6.2113,4.7842
01 Oct 2018,6.2436,4.7822
28 Sep 2018,6.2178,4.7800
27 Sep 2018,6.2710,4.7750
26 Sep 2018,6.2900,4.7735
25 Sep 2018,6.2837,4.7712
24 Sep 2018,6.2637,4.7691
20 Sep 2018,6.3207,4.7689
19 Sep 2018,6.2726,4.7679
18 Sep 2018,6.2685,4.7680
17 Sep 2018,6.2653,4.7630
14 Sep 2018,6.2339,4.7631
13 Sep 2018,6.2375,4.7618
12 Sep 2018,6.2022,4.7618
11 Sep 2018,6.1857,4.7593
10 Sep 2018,6.1938,4.7568
07 Sep 2018,6.1503,4.7548
06 Sep 2018,6.1449,4.7510
05 Sep 2018,6.1088,4.7315
04 Sep 2018,6.0680,4.7292
03 Sep 2018,6.0867,4.7264
31 Aug 2018,6.1377,4.7264
30 Aug 2018,6.1429,4.7253
29 Aug 2018,6.1357,4.7234
28 Aug 2018,6.0846,4.7219
27 Aug 2018,6.0867,4.7206
24 Aug 2018,6.0706,4.7209
23 Aug 2018,6.0503,4.7194
22 Aug 2018,6.0943,4.7188
20 Aug 2018,6.0240,4.7158
17 Aug 2018,6.0042,4.7162
16 Aug 2018,5.9951,4.7102
15 Aug 2018,5.9806,4.7084
14 Aug 2018,6.0017,4.7065
13 Aug 2018,6.0044,4.7042
10 Aug 2018,6.0094,4.7022
09 Aug 2018,6.0504,4.7015
08 Aug 2018,6.0521,4.7003
07 Aug 2018,6.0837,4.7004
06 Aug 2018,6.0805,4.6983
03 Aug 2018,6.1190,4.6986
02 Aug 2018,6.1226,4.6974
01 Aug 2018,6.1652,4.6966
31 Jul 2018,6.1601,4.6966
30 Jul 2018,6.1750,4.6969
27 Jul 2018,6.1629,4.6970
26 Jul 2018,6.1784,4.6970
25 Jul 2018,6.1748,4.6957
24 Jul 2018,6.1746,4.6948
23 Jul 2018,6.1541,4.6928
20 Jul 2018,6.1506,4.6915
19 Jul 2018,6.0895,4.6893
18 Jul 2018,6.1237,4.6882
17 Jul 2018,6.1653,4.6888
16 Jul 2018,6.2020,4.6875
13 Jul 2018,6.1913,4.6865
12 Jul 2018,6.1984,4.6855
11 Jul 2018,6.2001,4.6850
10 Jul 2018,6.1127,4.6071
09 Jul 2018,6.0259,4.5441
06 Jul 2018,6.0175,4.5340
05 Jul 2018,5.9941,4.5314
04 Jul 2018,5.9860,4.5287
03 Jul 2018,5.9724,4.5287
29 Jun 2018,5.9724,4.5252
28 Jun 2018,5.9201,4.5219
27 Jun 2018,5.9264,4.5119
26 Jun 2018,5.9698,4.5089
25 Jun 2018,5.9437,4.4804
22 Jun 2018,5.9310,4.4742
21 Jun 2018,5.9228,4.4697
20 Jun 2018,5.8916,4.4667
19 Jun 2018,5.8796,4.4620
18 Jun 2018,5.9055,4.4580
14 Jun 2018,5.9412,4.4557
13 Jun 2018,5.9574,4.4528
12 Jun 2018,5.9703,4.4501
11 Jun 2018,5.9525,4.4475
08 Jun 2018,5.9576,4.4450
07 Jun 2018,5.9714,4.4400
06 Jun 2018,5.9524,4.4361
05 Jun 2018,5.9220,4.4323
04 Jun 2018,5.8969,4.4288
01 Jun 2018,5.9001,4.4272
31 May 2018,5.8903,4.4248
30 May 2018,5.8722,4.4232
29 May 2018,5.8722,4.4205
28 May 2018,5.8790,4.4193
24 May 2018,5.9183,4.4193
23 May 2018,5.8972,4.4187
22 May 2018,5.9385,4.4179
21 May 2018,5.9250,4.4180
18 May 2018,5.9531,4.4172
17 May 2018,5.9657,4.4164
16 May 2018,5.9560,4.4164
15 May 2018,5.9594,4.4160
14 May 2018,6.0030,4.4153
11 May 2018,5.9830,4.4145
10 May 2018,5.9556,4.4142
09 May 2018,5.9886,4.4128
08 May 2018,5.9543,4.4116
07 May 2018,5.9877,4.4108
04 May 2018,5.9663,4.4103
03 May 2018,5.9742,4.4103
02 May 2018,6.0024,4.4109
30 Apr 2018,6.0712,4.4100
27 Apr 2018,6.0782,4.4093
26 Apr 2018,6.1423,4.4088
25 Apr 2018,6.1478,4.4080
24 Apr 2018,6.1556,4.4079
23 Apr 2018,6.1496,4.4074
20 Apr 2018,6.1823,4.4074
19 Apr 2018,6.2694,4.4064
18 Apr 2018,6.2706,4.4066
17 Apr 2018,6.3079,4.4065
16 Apr 2018,6.3150,4.4065
13 Apr 2018,6.2769,4.4064
12 Apr 2018,6.2723,4.4069
11 Apr 2018,6.2629,4.4074
10 Apr 2018,6.2476,4.4078
09 Apr 2018,6.2282,4.4075
06 Apr 2018,6.2100,4.4080
05 Apr 2018,6.1716,4.4080
04 Apr 2018,6.2059,4.4073
03 Apr 2018,6.2002,4.4070
29 Mar 2018,6.1851,4.4066
28 Mar 2018,6.2177,4.4066
27 Mar 2018,6.2370,4.4059
26 Mar 2018,6.2703,4.4064
23 Mar 2018,6.2407,4.4082
22 Mar 2018,6.2131,4.4068
21 Mar 2018,6.2137,4.4163
20 Mar 2018,6.1943,4.4185
19 Mar 2018,6.2046,4.4183
16 Mar 2018,6.1408,4.4188
15 Mar 2018,6.1805,4.4194
14 Mar 2018,6.1600,4.4199
13 Mar 2018,6.1734,4.4203
12 Mar 2018,6.1427,4.4208
09 Mar 2018,6.1361,4.4208
08 Mar 2018,6.1303,4.4211
07 Mar 2018,6.1320,4.4204
05 Mar 2018,6.1061,4.4202
02 Mar 2018,6.0929,4.4206
01 Mar 2018,6.0756,4.4209
28 Feb 2018,6.0960,4.4209
27 Feb 2018,6.1461,4.4204
26 Feb 2018,6.1642,4.4204
23 Feb 2018,6.1801,4.4207
22 Feb 2018,6.1572,4.4204
21 Feb 2018,6.1803,4.4205
20 Feb 2018,6.1824,4.4201
19 Feb 2018,6.1793,4.4204
16 Feb 2018,6.1987,4.4204
15 Feb 2018,6.2182,4.4204
14 Feb 2018,6.1442,4.4203
13 Feb 2018,6.1384,4.4206
12 Feb 2018,6.1109,4.4208
09 Feb 2018,6.1073,4.4208
08 Feb 2018,6.2076,4.4223
07 Feb 2018,6.1637,4.4238
06 Feb 2018,6.1447,4.4248
05 Feb 2018,6.1974,4.4248
02 Feb 2018,6.2563,4.4258
01 Feb 2018,6.2867,4.4257
31 Jan 2018,6.2759,4.4262
30 Jan 2018,6.2573,4.4262
29 Jan 2018,6.2300,4.4263
26 Jan 2018,6.2672,4.4263
25 Jan 2018,6.3274,4.4263
24 Jan 2018,6.2862,4.4263
23 Jan 2018,6.1907,4.4251
22 Jan 2018,6.1598,4.4242
19 Jan 2018,6.1395,4.4242
18 Jan 2018,6.1416,4.4235
17 Jan 2018,6.1088,4.4225
16 Jan 2018,6.0867,4.4225
15 Jan 2018,6.1010,4.4220
12 Jan 2018,6.0440,4.4220
11 Jan 2018,5.9819,4.4222
10 Jan 2018,5.9773,4.4217
09 Jan 2018,5.9785,4.4210
08 Jan 2018,5.9935,4.4210
05 Jan 2018,5.9897,4.4201
